Last Name,First Name,Position,Average Salary,Team
Moreno,Knowshon,RB,3000000,MIA
Smith,Shelley,G,2750000,MIA
Odrick,Jared,DE,2614388,MIA
Pouncey,Mike,C,2314924,MIA
Delmas,Louis,S,2250000,MIA
James,Ja'Wuan,RT,2107100,MIA
Colledge,Daryn,G,2000000,MIA
Satele,Samson,C,2000000,MIA
Garner,Nate,RT,1625000,MIA
Trusnik,Jason,ILB,1190000,MIA
Denney,John,LS,1150029,MIA
Taylor,Jamar,CB,906605,MIA
Landry,Jarvis,WR,868728,MIA
Fox,Jason,RT,795000,MIA
Turner,Billy,G,786625,MIA
Vernon,Olivier,DE,712020,MIA
Thomas,Dallas,G,711594,MIA
Davis,Will,CB,675300,MIA
Aikens,Walt,S,658977,MIA
Jenkins,Jelani,OLB,658172,MIA
Sims,Dion,TE,656888,MIA
Miller,Lamar,RB,646500,MIA
Thomas,Daniel,RB,645000,MIA
Sheppard,Kelvin,ILB,645000,MIA
Lynch,Arthur,TE,602825,MIA
Tripp,Jordan,OLB,595700,MIA
Gillislee,Mike,RB,580700,MIA
Sturgis,Caleb,K,576140,MIA
Stanford,R.J.,CB,570000,MIA
Freeny,Jonathan,ILB,570000,MIA
James,LaMichael,RB,570000,MIA
Heath,T.J.,CB,570000,MIA
Fede,Terrence,DE,568988,MIA
Coleman,DeAndre,DT,555000,MIA
Jones,Don,S,551474,MIA
Matthews,Rishard,WR,538403,MIA
Clay,Charles,TE,538000,MIA
Seamster,Sammy,CB,525000,MIA
Wilson,Jimmy,S,521475,MIA
Wallace,Davonte,G,513333,MIA
Williams,Damien,RB,511667,MIA
Johnson,Kamal,DT,510667,MIA
Johnson,Anthony,DT,510667,MIA
McCain,Chris,OLB,510000,MIA
Kovacs,Jordan,S,495000,MIA
Francis,A.J.,DT,495000,MIA
Shelby,Derrick,DE,483333,MIA
Robinson,Gerell,WR,465000,MIA
Brenner,Sam,C,465000,MIA
Thomas,Michael,S,450000,MIA
Hazel,Matt,WR,435000,MIA
Brady,Tom,QB,14120000,NE
Revis,Darrelle,CB,12000000,NE
Gronkowski,Rob,TE,9000000,NE
Wilfork,Vince,DT,7666667,NE
Mayo,Jerod,ILB,7121429,NE
Amendola,Danny,WR,5700000,NE
Browner,Brandon,CB,5600000,NE
Ninkovich,Rob,DE,5000000,NE
Edelman,Julian,WR,4250000,NE
Vollmer,Sebastian,RT,4187500,NE
Arrington,Kyle,CB,4000000,NE
Wendell,Ryan,C,3425000,NE
Connolly,Dan,G,3250000,NE
Gostkowski,Stephen,K,3151800,NE
LaFell,Brandon,WR,3000000,NE
Solder,Nate,LT,2135123,NE
Jones,Chandler,DE,2043138,NE
McCourty,Devin,S,2000000,NE
Hightower,Dont'a,OLB,1931001,NE
Easley,Dominique,DT,1825887,NE
Slater,Matthew,WR,1800000,NE
Casillas,Jonathan,OLB,1400000,NE
Ayers,Akeem,OLB,1231629,NE
Hoomanawanui,Michael,TE,1200000,NE
Chung,Patrick,S,1100000,NE
Wilson,Tavon,S,1052096,NE
Collins,Jamie,OLB,940250,NE
Garoppolo,Jimmy,QB,870975,NE
Vereen,Shane,RB,865288,NE
Blount,LeGarrette,RB,865000,NE
Dobson,Aaron,WR,857093,NE
Branch,Alan,DT,855000,NE
Ridley,Stevan,RB,738375,NE
Ryan,Logan,CB,693313,NE
Harmon,Duron,S,677775,NE
Stork,Bryan,C,674250,NE
White,James,RB,654272,NE
White,Chris,ILB,645000,NE
Aiken,Danny,LS,645000,NE
Fleming,Cameron,G,630146,NE
Fleming,Darius,OLB,630000,NE
Cannon,Marcus,LT,584547,NE
Moore,Zach,DE,580550,NE
Gaffney,Tyler,RB,579150,NE
Jones,Chris,DT,563128,NE
Buchanan,Michael,DE,553403,NE
Ebner,Nate,S,549150,NE
Dennard,Alfonzo,CB,539462,NE
Develin,James,FB,525000,NE
Gordon,Cameron,OLB,515000,NE
Butler,Malcolm,CB,510000,NE
Wright,Tim,TE,498333,NE
Kline,Josh,G,496333,NE
Allen,Ryan,P,495500,NE
Tyms,Brian,WR,495000,NE
Vellano,Joe,DT,495000,NE
Bolden,Brandon,RB,485000,NE
Siliga,Sealver,DT,480000,NE
Boyce,Josh,WR,465000,NE
Devey,Jordan,G,465000,NE
Gray,Jonas,RB,465000,NE
Orton,Greg,WR,465000,NE
Morris,James,ILB,420000,NE
Harvin,Percy,WR,10707500,NYJ
Ferguson,D'Brickashaw,LT,10000000,NYJ
Harris,David,ILB,9000000,NYJ
Mangold,Nick,C,7725000,NYJ
Decker,Eric,WR,7250000,NYJ
Giacomini,Breno,RT,4500000,NYJ
Johnson,Chris,RB,4000000,NYJ
Vick,Michael,QB,4000000,NYJ
Kerley,Jeremy,WR,3500000,NYJ
Milliner,Dee,CB,3165250,NYJ
Folk,Nick,K,3000000,NYJ
Richardson,Sheldon,DE,2513500,NYJ
Pace,Calvin,OLB,2375000,NYJ
Coples,Quinton,OLB,2200699,NYJ
Pryor,Calvin,S,2140813,NYJ
Colon,Willie,G,2000000,NYJ
Ivory,Chris,RB,2000000,NYJ
Wilson,Kyle,CB,1981000,NYJ
Cumberland,Jeff,TE,1900000,NYJ
Wilkerson,Muhammad,DE,1718750,NYJ
Babin,Jason,DE,1600000,NYJ
Landry,Dawan,S,1500000,NYJ
Bellore,Nick,ILB,1431000,NYJ
Smith,Geno,QB,1254901,NYJ
Amaro,Jace,TE,1073248,NYJ
Ijalana,Benjamin,LT,1011374,NYJ
Douzable,Leger,DT,1000000,NYJ
Walls,Darrin,CB,950000,NYJ
Adams,Phillip,CB,795000,NYJ
Purdum,Tanner,LS,745000,NYJ
Conner,John,FB,730000,NYJ
Winters,Brian,G,725969,NYJ
McDougle,Dexter,CB,715969,NYJ
Davis,Demario,ILB,704490,NYJ
Cunningham,Jermaine,DE,680000,NYJ
Evans,Shaquelle,WR,667725,NYJ
Ellis,Kenrick,DT,655625,NYJ
Dozier,Dakota,G,630146,NYJ
Graham,T.J.,WR,615000,NYJ
Owusu,Chris,WR,615000,NYJ
Powell,Bilal,RB,610125,NYJ
Salas,Greg,WR,600000,NYJ
Johnson,Wesley,C,591140,NYJ
Aboushi,Oday,G,589750,NYJ
Powell,Walter,WR,580947,NYJ
Enemkpali,IK,OLB,574670,NYJ
Reilly,Trevor,OLB,569212,NYJ
Bohanon,Tommy,FB,555562,NYJ
Jarrett,Jaiquawn,S,525000,NYJ
Allen,Antonio,CB,525000,NYJ
Enunwa,Quincy,WR,525000,NYJ
Williams,Marcus,CB,510667,NYJ
Miles,Rontez,S,510000,NYJ
Freeman,Dalton,C,510000,NYJ
Barnes,T.J.,DT,510000,NYJ
Sudfeld,Zach,TE,499000,NYJ
Pantale,Chris,TE,496000,NYJ
Quigley,Ryan,P,495000,NYJ
Hakim,Saalim,WR,495000,NYJ
Harrison,Damon,DT,482333,NYJ
Simms,Matt,QB,450000,NYJ
Flacco,Joe,QB,20100000,BAL
Ngata,Haloti,DT,12131000,BAL
Webb,Lardarius,CB,8333333,BAL
Monroe,Eugene,LT,7500000,BAL
Yanda,Marshal,G,6400000,BAL
Pitta,Dennis,TE,6400000,BAL
Dumervil,Elvis,OLB,5200000,BAL
Suggs,Terrell,OLB,5175000,BAL
Zuttah,Jeremy,C,4083333,BAL
Smith,Steve,WR,3500000,BAL
Smith,Daryl,ILB,3400000,BAL
Jones,Jacoby,WR,3000000,BAL
Canty,Chris,DE,2666667,BAL
Koch,Sam,P,2500000,BAL
Mosley,C.J.,ILB,2197001,BAL
Smith,Jimmy,CB,1865425,BAL
Elam,Matt,S,1691751,BAL
Upshaw,Courtney,OLB,1324175,BAL
Stewart,Darian,S,1300000,BAL
McClellan,Albert,ILB,1100000,BAL
Jernigan,Timmy,DT,1095629,BAL
Daniels,Owen,TE,1000000,BAL
Brown,Arthur,ILB,888558,BAL
Ross,Aaron,CB,855000,BAL
Smith,Torrey,WR,847308,BAL
Osemele,Kelechi,LT,836468,BAL
Cox,Morgan,LS,805000,BAL
Miles,Jeromy,S,795000,BAL
Forsett,Justin,RB,730000,BAL
Gorrer,Danny,CB,730000,BAL
Cason,Antoine,CB,730000,BAL
Brooks,Terrence,S,717844,BAL
Gillmore,Crockett,TE,681504,BAL
Williams,Brandon,DT,668750,BAL
Pierce,Bernard,RB,663986,BAL
Reid,Jah,RT,650810,BAL
Gradkowski,Gino,C,646106,BAL
Taliaferro,Lorenzo,RB,630146,BAL
Urban,Brent,DE,630146,BAL
Juszczyk,Kyle,FB,615146,BAL
Urschel,John,G,591140,BAL
Wagner,Ricky,RT,576140,BAL
Campanaro,Michael,WR,571875,BAL
Rackley,Will,G,570000,BAL
Hill,Will,S,570000,BAL
Greenwood,Chris,CB,570000,BAL
Lewis-Moore,Kapron,DE,562058,BAL
Jackson,Asa,CB,561140,BAL
McPhee,Pernell,OLB,546140,BAL
Tyson,Deangelo,DE,536898,BAL
Taylor,Tyrod,QB,536327,BAL
Bilukidi,Christo,DT,525000,BAL
Jensen,Ryan,RT,525000,BAL
Guy,Lawrence,DE,525000,BAL
Hurst,James,LT,513000,BAL
Jacobs,Tramain,CB,511500,BAL
Butler,Jeremy,WR,511333,BAL
Orr,Zach,ILB,511000,BAL
Toussaint,Fitz,RB,510000,BAL
Means,Steven,DE,502500,BAL
Brown,Marlon,WR,496667,BAL
Levine,Anthony,S,495000,BAL
Aiken,Kamar,WR,495000,BAL
Trawick,Brynden,S,495000,BAL
Melvin,Rashaan,CB,495000,BAL
Tucker,Justin,K,480000,BAL
Supernaw,Phillip,TE,420000,BAL
Scales,Patrick,LS,420000,BAL
McDermott,Kevin,LS,420000,BAL
Walker,Casey,DT,420000,BAL
Dalton,Andy,QB,16000000,CIN
Atkins,Geno,DT,10665400,CIN
Whitworth,Andrew,LT,9762500,CIN
Hall,Leon,CB,9750000,CIN
Dunlap,Carlos,DE,7874000,CIN
Smith,Andre,RT,6000000,CIN
Green,A.J.,WR,4922025,CIN
Burfict,Vontaze,OLB,4751000,CIN
Nelson,Reggie,S,4500000,CIN
Peko,Domata,DT,4500000,CIN
Maualuga,Rey,ILB,3250000,CIN
Geathers,Robert,DE,3000000,CIN
Gresham,Jermaine,TE,2819000,CIN
Huber,Kevin,P,2800000,CIN
Newman,Terence,CB,2500000,CIN
Kirkpatrick,Dre,CB,2155699,CIN
Rey,Vincent,ILB,2100000,CIN
Gilberry,Wallace,DE,2100000,CIN
Eifert,Tyler,TE,2064000,CIN
Dennard,Darqueze,CB,1994725,CIN
Zeitler,Kevin,G,1886050,CIN
Jones,Adam-Pacman,CB,1783333,CIN
Pollak,Mike,G,1600000,CIN
Nugent,Mike,K,1500000,CIN
Campbell,Jason,QB,1500000,CIN
Bernard,Giovani,RB,1313466,CIN
Sanzenbacher,Dane,WR,1200000,CIN
Peerman,Cedric,RB,1082500,CIN
Tate,Brandon,WR,1024000,CIN
Harris,Clark,LS,990000,CIN
Hill,Jeremy,RB,938401,CIN
Hunt,Margus,DE,917776,CIN
Smith,Alex,TE,915000,CIN
Winston,Eric,RT,855000,CIN
Newhouse,Marshall,RT,805000,CIN
Mays,Taylor,S,795000,CIN
Clarke,Will,DE,705095,CIN
Little,Greg,WR,695000,CIN
Carter,Chris,OLB,695000,CIN
Williams,Shawn,S,690236,CIN
Sanu,Mohamed,WR,678313,CIN
Thompson,Brandon,DT,672800,CIN
Bodine,Russell,C,669114,CIN
Porter,Sean,ILB,647325,CIN
Boling,Clint,G,628112,CIN
McCarron,A.J.,QB,600413,CIN
Hawkinson,Tanner,G,585606,CIN
Flowers,Marquis,OLB,574670,CIN
Still,Devon,DT,570000,CIN
Wright,James,WR,567456,CIN
Jones,Marvin,WR,565700,CIN
Burkhead,Rex,RB,565550,CIN
Iloka,George,S,565075,CIN
Johnson,Nico,ILB,555000,CIN
Hopkins,Trey,G,515000,CIN
Hewitt,Ryan,FB,513333,CIN
Dimanche,Jayson,ILB,500000,CIN
Brock,Kevin,TE,495000,CIN
Lamur,Emmanuel,OLB,480000,CIN
Johnson,T.J.,C,465000,CIN
Lewis-Harris,Chris,CB,450000,CIN
Haden,Joe,CB,13500000,CLE
Thomas,Joe,LT,11500000,CLE
Mack,Alex,C,8400000,CLE
Kruger,Paul,OLB,8100000,CLE
Whitner,Donte,S,7000000,CLE
Bryant,Desmond,DE,6800000,CLE
Rubin,Ahtyba,DT,6625000,CLE
Dansby,Karlos,ILB,6000000,CLE
Mingo,Barkevious,OLB,4086750,CLE
Hawkins,Andrew,WR,3400000,CLE
Gilbert,Justin,CB,3208376,CLE
Manziel,Johnny,QB,2062149,CLE
Taylor,Phil,DE,2023313,CLE
Austin,Miles,WR,2000000,CLE
Dray,Jim,TE,1875000,CLE
Greco,John,G,1605000,CLE
McQuistan,Paul,LT,1500000,CLE
Bitonio,Joel,G,1365425,CLE
Gordon,Josh,WR,1335412,CLE
Schwartz,Mitchell,RT,1292710,CLE
Sheard,Jabaal,DE,1272563,CLE
Barnidge,Gary,TE,1250000,CLE
Hoyer,Brian,QB,982500,CLE
Leonhard,Jim,S,855000,CLE
Yount,Christian,LS,842000,CLE
Hartley,Garret,K,800000,CLE
Kirksey,Christian,ILB,760000,CLE
Moore,Marlon,WR,730000,CLE
Thigpen,Tyler,QB,730000,CLE
McDonald,Nick,C,703750,CLE
West,Terrance,RB,695850,CLE
Hughes,John,DE,661035,CLE
Desir,Pierre,CB,656903,CLE
Fua,Sione,DT,645000,CLE
Benjamin,Travis,WR,644250,CLE
Cameron,Jordan,TE,629350,CLE
Robertson,Craig,ILB,570000,CLE
Draughn,Shaun,RB,570000,CLE
Skrine,Buster,CB,560500,CLE
Bryant,Armonty,OLB,555150,CLE
Poyer,Jordan,S,555064,CLE
Bowie,Michael,RT,551474,CLE
Williams,K'Wuan,CB,550000,CLE
Winn,Billy,DE,544670,CLE
Carder,Tank,ILB,525000,CLE
Smith,Andre,TE,525000,CLE
Solomon,Scott,OLB,525000,CLE
Crowell,Isaiah,RB,513333,CLE
Shaw,Connor,QB,511667,CLE
Meder,Jamie,DT,511167,CLE
Gabriel,Taylor,WR,510000,CLE
Nelson,Robert,CB,510000,CLE
Winston,Glenn,RB,510000,CLE
McDonald,Andrew,RT,510000,CLE
Smith,Rodney,WR,499000,CLE
Eubanks,Darius,S,497667,CLE
Seymour,Ryan,G,495000,CLE
Bademosi,Johnson,CB,480833,CLE
Gipson,Tashaun,S,480500,CLE
Kitchen,Ishmaa'ily,DT,480000,CLE
Hughlett,Charley,LS,465000,CLE
Painter,Vinston,RT,465000,CLE
Bates,Phil,WR,465000,CLE
Lanning,Spencer,P,450000,CLE
Roethlisberger,Ben,QB,14664417,PIT
Worilds,Jason,OLB,9754000,PIT
Timmons,Lawrence,ILB,9559150,PIT
Pouncey,Maurkice,C,8827325,PIT
Brown,Antonio,WR,8392000,PIT
Gilbert,Marcus,RT,6163000,PIT
Allen,Cortez,CB,6150000,PIT
Polamalu,Troy,S,5875000,PIT
Mitchell,Mike,S,5000000,PIT
Miller,Heath,TE,4000000,PIT
Suisham,Shaun,K,3201667,PIT
Taylor,Ike,CB,2750000,PIT
McLendon,Steve,DT,2416667,PIT
Shazier,Ryan,ILB,2376803,PIT
Jones,Jarvis,OLB,2176376,PIT
Thomas,Cam,DE,2000000,PIT
DeCastro,David,G,1953475,PIT
Foster,Ramon,G,1833333,PIT
Heyward,Cameron,DE,1676257,PIT
Gradkowski,Bruce,QB,1650000,PIT
Moore,Lance,WR,1500000,PIT
Gay,William,CB,1500000,PIT
Keisel,Brett,DE,1500000,PIT
Wallace,Cody,C,1160000,PIT
Tuitt,Stephon,DE,1152362,PIT
Bell,Le'Veon,RB,1030150,PIT
Allen,Will,S,1020000,PIT
Harrison,James,OLB,1020000,PIT
Spaeth,Matt,TE,1000000,PIT
Warren,Greg,LS,920000,PIT
Adams,Mike,LT,885913,PIT
Moats,Arthur,OLB,795000,PIT
McCain,Brice,CB,795000,PIT
Heyward-Bey,Darrius,WR,795000,PIT
Geathers,Clifton,DE,730000,PIT
Palmer,Michael,TE,730000,PIT
Wheaton,Markus,WR,702844,PIT
Archer,Dri,RB,687004,PIT
Spence,Sean,ILB,676345,PIT
Bryant,Martavis,WR,664805,PIT
Thomas,Shamarko,S,653288,PIT
Webb,B.W.,CB,650845,PIT
Jones,Landry,QB,649805,PIT
Ventrone,Ross,S,630000,PIT
Zumwalt,Jordan,ILB,581213,PIT
McCullers,Daniel,DT,574670,PIT
Williams,Vince,ILB,559670,PIT
Beachum,Kelvin,LT,536474,PIT
Harris,Josh,RB,510000,PIT
Garvin,Terence,ILB,495667,PIT
Blake,Antwon,CB,482500,PIT
Golden,Robert,S,481667,PIT
Johnson,Will,FB,480000,PIT
Hubbard,Chris,G,465000,PIT
Wing,Brad,P,420000,PIT
Browning,Bryant,LT,420000,PIT
Watt,J.J.,DE,16667571,HOU
Joseph,Johnathan,CB,9750000,HOU
Johnson,Andre,WR,9685714,HOU
Brown,Duane,LT,8900000,HOU
Cushing,Brian,ILB,8750000,HOU
Foster,Arian,RB,8700000,HOU
Myers,Chris,C,6250000,HOU
Clowney,Jadeveon,OLB,5568250,HOU
Graham,Garrett,TE,3750000,HOU
Fitzpatrick,Ryan,QB,3625000,HOU
Jackson,Kareem,CB,2704000,HOU
Mercilus,Whitney,OLB,1908522,HOU
Hopkins,DeAndre,WR,1906676,HOU
Lechler,Shane,P,1833333,HOU
Su'a-Filo,Xavier,G,1387900,HOU
Clabo,Tyson,RT,1200000,HOU
Reed,Brooks,OLB,1175441,HOU
Pickett,Ryan,DT,955000,HOU
Yeatman,Will,LT,950000,HOU
Jamison,Tim,DE,900000,HOU
Swearinger,D.J.,S,872825,HOU
Manning,Danieal,S,855000,HOU
Fiedorowicz,C.J.,TE,798779,HOU
Lewis,Kendrick,S,795000,HOU
Posey,DeVier,WR,740523,HOU
Mallett,Ryan,QB,736957,HOU
Weeks,Jon,LS,725000,HOU
Nix,Louis,DT,713063,HOU
Brooks,Brandon,G,700000,HOU
Lewis,Thaddeus,QB,695000,HOU
Dent,Akeem,ILB,691975,HOU
Jones,Ben,C,645362,HOU
Powe,Jerrell,DT,645000,HOU
Savage,Tom,QB,630146,HOU
Martin,Keshawn,WR,628140,HOU
Crick,Jared,DE,622875,HOU
Tarpinian,Jeff,OLB,600000,HOU
Pagan,Jeoffrey,DE,587205,HOU
Blue,Alfred,RB,584483,HOU
Prosch,Jay,FB,574670,HOU
Hal,Andre,S,572281,HOU
Mohamed,Mike,ILB,570000,HOU
Quessenberry,David,LT,568363,HOU
Ballentine,Lonnie,S,566474,HOU
Bonner,Alan,WR,564250,HOU
Griffin,Ryan,TE,559670,HOU
Bullock,Randy,K,550777,HOU
Grimes,Johnathan,RB,545000,HOU
Newton,Derek,RT,525064,HOU
Witzmann,Bryan,RT,512667,HOU
Bullough,Max,ILB,511000,HOU
Rolle,Jumal,CB,510000,HOU
Denham,Anthony,TE,510000,HOU
Browner,Keith,DE,510000,HOU
Ankrah,Jason,DE,510000,HOU
Morris,Darryl,CB,497667,HOU
Bouye,A.J.,CB,496667,HOU
Aubrey,Josh,S,496667,HOU
Tuggle,Justin,ILB,495833,HOU
Simon,John,OLB,495000,HOU
Johnson,Damaris,WR,485000,HOU
Keenum,Case,QB,484000,HOU
White,Cody,C,480000,HOU
Adams,Jeff,G,465000,HOU
Pleasant,Eddie,S,430000,HOU
Davis,Vontae,CB,9000000,IND
Mathis,Robert,OLB,9000000,IND
Cherilus,Gosder,RT,7000000,IND
Jones,Arthur,DT,6600000,IND
Landry,LaRon,S,6000000,IND
Wayne,Reggie,WR,5833333,IND
Luck,Andrew,QB,5527000,IND
Jackson,D'Qwell,ILB,5500000,IND
JeanFrancois,Ricky,DE,5500000,IND
Richardson,Trent,RB,5122449,IND
Toler,Greg,CB,4750000,IND
Nicks,Hakeem,WR,4000000,IND
Walden,Erik,OLB,4000000,IND
Hasselbeck,Matt,QB,3625000,IND
Redding,Cory,DE,3500000,IND
Thomas,Donald,G,3500000,IND
McAfee,Pat,P,2900000,IND
Phillips,Shaun,DE,2500000,IND
Vinatieri,Adam,K,2500000,IND
Castonzo,Anthony,LT,2000274,IND
Butler,Darius,CB,2000000,IND
Werner,Bjoern,OLB,1974100,IND
Reitz,Joe,G,1431000,IND
Gordy,Josh,CB,1431000,IND
Moala,Fili,DE,1400000,IND
Brown,Sergio,S,1400000,IND
Fleener,Coby,TE,1335412,IND
Adams,Mike,S,1020000,IND
Mewhort,Jack,RT,893450,IND
Cribbs,Joshua,WR,855000,IND
Bradshaw,Ahmad,RB,855000,IND
Anderson,Colt,S,795000,IND
Allen,Dwayne,TE,770076,IND
Louis,Lance,G,737500,IND
Studebaker,Andy,OLB,722500,IND
Moncrief,Donte,WR,702130,IND
Brown,Jalil,CB,695000,IND
Thornton,Hugh,G,683845,IND
Hilton,T.Y.,WR,660600,IND
Holmes,Khaled,C,645027,IND
Morgan,Aaron,DE,615000,IND
Newsome,Jonathan,OLB,599527,IND
Hughes,Montori,DE,590493,IND
John,Ulrick,LT,569462,IND
Ballard,Vick,RB,561140,IND
Chapman,Josh,DT,537628,IND
Harrison,Jonotthan,C,512500,IND
Kerr,Zach,DT,512000,IND
Muamba,Henoc,ILB,510000,IND
Jackson,Andrew,ILB,510000,IND
Doyle,Jack,TE,496667,IND
Pendleton,Jeris,DT,495000,IND
Freeman,Jerrell,ILB,486667,IND
Howell,Delano,S,480000,IND
Overton,Matt,LS,480000,IND
Shipley,A.Q.,C,480000,IND
Herron,Dan,RB,480000,IND
Loiseau,Shawn,LB,465000,IND
Tipton,Zurlon,RB,465000,IND
Hall,Matt,RT,465000,IND
McDonald,Dewey,S,465000,IND
Price,Sheldon,CB,465000,IND
Whalen,Griff,WR,450000,IND
Nixon,Xavier,LT,450000,IND
Adongo,Daniel,OLB,450000,IND
McNary,Josh,ILB,450000,IND
Johnson,Cam,OLB,397500,IND
Posluszny,Paul,ILB,7500000,JAX
Lewis,Marcedes,TE,6800000,JAX
Beadles,Zane,G,6000000,JAX
Joeckel,Luke,LT,5300400,JAX
Bortles,Blake,QB,5163703,JAX
Bryant,Red,DE,4750000,JAX
Blackmon,Justin,WR,4628003,JAX
Marks,Sen'Derrick,DT,4500000,JAX
Alualu,Tyson,DT,4379800,JAX
Clemons,Chris,DE,4375000,JAX
Hood,Evander,DE,4000000,JAX
Henne,Chad,QB,4000000,JAX
Gerhart,Toby,RB,3500000,JAX
Scobee,Josh,K,3450000,JAX
Miller,Roy,DT,2200000,JAX
Harbor,Clay,TE,1500000,JAX
Cyprien,John,S,1367276,JAX
Lee,Marqise,WR,1293506,JAX
Branch,Andre,DE,1272484,JAX
Hayes,Geno,OLB,1000000,JAX
Blackmon,Will,CB,937500,JAX
Robinson,Allen,WR,877718,JAX
Ball,Alan,CB,837500,JAX
Young,Sam,LT,787500,JAX
Gratz,Dwayne,CB,775163,JAX
Doss,Tandon,WR,752500,JAX
Martin,Sherrod,S,730000,JAX
Anger,Bryan,P,719292,JAX
Linder,Brandon,G,697400,JAX
Campbell,Tommie,CB,695000,JAX
Colvin,Aaron,CB,668288,JAX
Shorts,Cecil,WR,668037,JAX
Sanders,Ace,WR,660362,JAX
Todman,Jordan,RB,645000,JAX
Smith,Telvin,OLB,607763,JAX
Smith,Chris,DE,601813,JAX
McClendon,Jacques,C,600000,JAX
Robinson,Denard,RB,593403,JAX
Bowanko,Luke,C,578513,JAX
Evans,Josh,S,572205,JAX
Johnson,Storm,RB,570682,JAX
Williams,Teddy,CB,570000,JAX
Ta'ufo'ou,Will,FB,570000,JAX
Onobun,Fendi,TE,570000,JAX
Pasztor,Austin,G,570000,JAX
Harris,Jeremy,CB,557225,JAX
McCray,Demetrius,CB,556741,JAX
Ewing,Bradie,FB,552298,JAX
Edds,A.J.,OLB,540000,JAX
Hurns,Allen,WR,515000,JAX
Copeland,Damian,WR,511667,JAX
Reynolds,Rashaad,CB,511667,JAX
Morris,Stephen,QB,511667,JAX
Shatley,Tyler,G,511667,JAX
Wells,Josh,RT,511000,JAX
Loston,Craig,S,510000,JAX
Lotulelei,John,OLB,503333,JAX
Daniels,Matt,S,502500,JAX
Reynolds,LaRoy,ILB,495833,JAX
Tinker,Carson,LS,495833,JAX
Jones,Abry,DT,495833,JAX
Thomas,J.T.,OLB,495629,JAX
Fortt,Khairi,OLB,465000,JAX
Streeter,Tommy,WR,465000,JAX
George,Jeremiah,OLB,465000,JAX
Jacobs,Nic,TE,465000,JAX
Davis,Ryan,DE,450000,JAX
Casey,Jurrell,DE,9000000,TEN
Levitre,Andy,G,7800000,TEN
McCourty,Jason,CB,7173333,TEN
Roos,Michael,LT,7166667,TEN
